<<<<<<< HEAD
LogMarijuana,LogPriceMarijuana,LogPriceCocaine,LogPriceCrack,YearsEducation,Age,Dealer,Female,PhysicalHealthGood,MentalHealthGood
1.07451483,8.517193191,8.793701995,8.2280285,10,33,0,0,1,1
5.981414211,7.835238501,9.952277717,8.079549192,8,35,0,0,1,1
0,8.125554773,9.123329031,6.907755279,14,21,1,1,0,1
0,7.313220387,9.105821302,7.60090246,11,18,1,0,1,1
2.06491338,7.60090246,9.970626861,7.60090246,13,21,1,0,1,0
3.621562223,6.502290206,8.006367568,7.418580863,12,18,0,0,1,1
3.688879454,8.29404964,9.242373877,8.334871595,13,20,1,0,1,1
2.48490665,7.877155784,9.970626861,7.60090246,17,22,1,1,1,1
1.793898979,7.824046011,9.618025215,6.907755279,12,30,0,0,1,1
0.181942818,6.907755279,9.141139854,6.907755279,15,23,0,0,1,1
3.688879454,6.907755279,7.824046011,7.567000942,12,20,0,0,1,1
4.787491743,6.907755279,9.141139854,7.567000942,13,22,1,0,1,1
2.995732274,7.863266724,9.498022419,7.418580863,12,29,0,0,1,1
6.102311763,7.863266724,9.498022419,7.418580863,14,34,0,0,1,0
0.693147181,7.457354266,9.721165956,7.567000942,17,33,1,1,1,1
0,7.60090246,8.9226583,7.313220387,12,22,0,0,1,1
0,8.517193191,7.824046011,7.418580863,17,25,0,0,0,1
1.386294361,7.60090246,9.105821302,7.418580863,11,17,1,0,1,1
3.688879454,8.006367568,9.224133705,7.60090246,14,25,1,1,0,1
1.098612289,7.22620901,8.517193191,7.567000942,18,20,1,0,1,1
0,7.13089883,9.105821302,7.418580863,16,20,1,0,1,1
3.465735903,8.9226583,9.903487553,8.2280285,12,21,1,1,1,0
2.995732274,7.60090246,8.890943734,8.010064426,12,36,0,0,1,1
2.48490665,7.84750856,8.890943734,8.010064426,12,23,1,1,0,1
1.386294361,7.824046011,8.111728073,7.60090246,12,21,1,1,1,1
0.85745025,7.875101189,9.903487553,7.567000942,11,18,1,1,1,1
5.886104031,6.502290206,8.890943734,8.010064426,12,24,1,0,1,0
0,8.195609567,9.105821302,7.418580863,15,25,0,0,1,1
1.386294361,8.006367568,9.618025215,6.907755279,13,29,0,1,0,1
4.276666119,7.706262965,9.224133705,7.60090246,12,29,1,0,1,1
4.382026635,7.60090246,8.793701995,8.2280285,7,28,0,0,1,0
3.33220451,8.281779544,8.29404964,7.418580863,12,52,0,1,0,0
0,7.830305778,8.793701995,8.2280285,12,27,0,1,0,1
2.48490665,7.60090246,8.111728073,8.2280285,13,27,0,0,1,0
2.772588722,8.517193191,9.123329031,6.907755279,16,24,1,1,1,1
0,7.60090246,9.141139854,7.567000942,12,32,0,0,1,0
0,6.907755279,9.141139854,7.567000942,14,34,1,0,1,1
1.386294361,8.281779544,8.29404964,7.567000942,8,16,0,0,1,1
1.386294361,7.313220387,9.210340372,7.567000942,12,20,1,0,1,1
3.17805383,6.214608098,8.890943734,8.010064426,12,40,1,1,0,0
3.688879454,7.60090246,8.793701995,8.2280285,8,23,1,0,1,1
1.386294361,6.907755279,9.141139854,6.907755279,9,25,0,0,1,1
2.772588722,8.517193191,9.123329031,6.907755279,16,24,1,1,1,0
0,7.236259354,8.9226583,7.567000942,10,15,1,0,1,0
0.693147181,8.125554773,9.123329031,6.907755279,14,33,1,1,1,1
1.098612289,8.517193191,9.903487553,8.2280285,13,22,1,0,1,1
4.153767678,8.006367568,8.517193191,8.010064426,12,32,1,0,1,1
1.386294361,8.006367568,9.618025215,6.907755279,19,26,1,1,1,0
4.094344562,7.84750856,8.890943734,8.010064426,12,28,0,0,1,1
1.82901638,7.60090246,8.517193191,7.313220387,12,17,0,1,1,0
2.995732274,7.313220387,8.793701995,8.2280285,12,25,1,0,1,0
1.386294361,8.125554773,9.123329031,6.907755279,15,23,0,1,1,0
2.995732274,8.125554773,9.123329031,6.907755279,11,20,0,1,0,1
1.386294361,7.755308178,8.9767255,7.60090246,12,25,0,0,1,1
4.9698133,7.195437401,8.793701995,6.907755279,2,42,0,1,0,0
2.079441542,8.699514748,8.517193191,8.29404964,12,23,0,0,1,1
3.218875825,6.684611728,7.824046011,8.2280285,8,23,0,1,1,1
2.444555291,6.907755279,9.123328922,7.941730268,17,26,0,0,1,1
4.787491743,8.22505676,9.141139854,7.567000942,10,17,1,0,1,1
2.079441542,7.313220387,9.210340372,7.567000942,7,25,0,0,1,1
2.772588722,6.620073207,8.517193191,7.567000942,12,29,0,0,0,1
4.021423163,6.907755279,8.890943734,8.010064426,8,39,1,0,0,0
2.079441542,6.907755279,8.793701995,8.2280285,7,18,0,1,0,0
1.386294361,8.006367568,9.210340372,7.567000942,12,23,0,0,0,0
3.603721676,7.061905902,8.890943734,8.010064426,12,43,0,0,0,0
2.580614629,8.9226583,8.890943734,8.010064426,9,54,1,0,1,1
2.995732274,7.975712018,9.224133705,7.60090246,11,22,1,1,1,1
0,6.907755279,9.123328922,8.2280285,13,17,0,0,1,1
4.382026635,6.214608098,8.793701995,8.2280285,12,18,0,0,1,1
1.386294361,6.907755279,8.9767255,7.60090246,12,45,1,1,1,1
2.36818171,7.523124739,8.9226583,7.418580863,16,22,0,0,0,1
1.386294361,7.84750856,8.890943734,8.010064426,15,19,1,1,0,0
3.534728737,9.210340372,9.618025215,6.907755279,12,18,1,0,1,1
5.886104031,7.013115785,8.911485044,6.987797956,14,26,1,0,1,1
1.386294361,8.066992189,7.60090246,7.888584544,10,19,0,1,0,1
1.386294361,7.60090246,9.242373877,8.334871595,12,36,1,0,1,1
3.688879454,7.60090246,9.105821302,7.418580863,12,43,0,1,1,1
0,7.843940242,8.006367568,7.567000942,13,20,1,0,1,1
1.386294361,8.114275037,9.618025215,6.907755279,12,23,1,0,1,1
5.075173815,8.024207158,9.105821302,7.418580863,12,19,0,1,1,0
4.406719247,8.269357021,8.29404964,7.418580863,13,62,0,0,0,0
1.386294361,7.313220387,9.224133705,7.60090246,9,42,1,0,1,1
1.386294361,7.975712018,9.224133705,7.60090246,6,45,1,0,0,0
1.386294361,7.003065459,8.911484976,8.354674262,12,24,1,0,1,1
2.438563626,7.975712018,9.224133705,7.60090246,13,28,0,1,1,1
1.386294361,7.84750856,8.890943734,8.010064426,14,32,1,1,0,0
4.382026635,7.642087972,9.210340372,6.907755279,13,18,0,0,1,1
2.079441542,7.843940242,9.141139854,7.567000942,12,35,1,0,1,1
1.098612289,8.111728073,9.141139854,7.567000942,13,21,0,0,1,1
1.016320665,7.457218677,9.13109105,8.334871595,13,19,0,0,1,1
0,8.114275037,9.618025215,6.907755279,17,30,1,0,1,1
3.702672812,8.111728073,8.890943734,8.010064426,12,20,1,0,1,1
5.480638923,7.830305778,8.793701995,8.2280285,6,16,0,0,0,0
4.382026635,7.60090246,9.952277717,8.079549192,15,32,1,0,1,1
2.079441542,8.517193191,9.105821302,7.418580863,12,18,1,0,1,1
0,7.612571016,8.517193191,7.313220387,10,15,0,1,1,1
2.302585093,7.814406823,9.242373877,8.334871595,9,35,0,0,1,0
3.688879454,6.907755279,8.872533936,8.354674262,11,24,1,0,1,1
4.934095156,8.006367568,8.517193191,7.418580863,12,18,0,0,1,1
1.628165001,7.60090246,9.105821302,7.60090246,14,19,1,0,1,1
0,7.393263095,9.105821302,7.418580863,12,30,0,1,0,0
4.787491743,6.502290206,9.210340372,7.313220387,10,24,1,0,1,1
0,8.114275037,9.618025215,6.907755279,12,21,0,0,0,0
0,6.907755279,9.558647019,7.941730268,11,18,0,1,1,1
3.401197382,7.888584544,9.123329031,6.907755279,16,40,0,0,1,1
4.787491743,7.60090246,9.242373877,8.334871595,10,17,1,0,1,1
0.462114907,8.117958643,10.02127059,8.079549192,11,16,1,0,0,0
1.386294361,8.125554773,9.123329031,6.907755279,20,62,1,0,1,0
1.386294361,7.814406823,9.242373877,8.334871595,14,34,0,0,1,1
1.386294361,7.84750856,8.890943734,8.010064426,12,17,1,0,1,1
4.370597976,7.60090246,9.242373877,8.334871595,10,30,1,0,1,1
2.564949357,6.907755279,8.890943734,8.010064426,11,28,1,0,1,0
0.693147181,7.824046011,9.123329031,6.907755279,14,18,1,0,1,1
0,8.125554773,9.123329031,6.907755279,17,38,1,0,1,1
1.386294361,7.84750856,8.890943734,8.010064426,12,26,1,0,1,1
2.708050201,7.195437401,9.558647019,8.2280285,11,32,0,0,0,1
1.386294361,8.041110482,9.903487553,6.907755279,17,34,1,0,1,0
3.967913616,8.006367568,8.890943734,8.010064426,12,50,1,0,1,1
4.382026635,6.620073207,9.242373877,8.334871595,8,18,1,0,1,1
2.701172672,8.9226583,8.890943734,8.010064426,9,41,1,1,0,1
2.079441542,7.716971583,8.911485044,6.987797956,13,26,1,0,1,0
4.090803667,7.843940242,9.141139854,7.567000942,12,24,0,1,0,0
3.775890748,8.111728073,8.890943734,8.010064426,6,55,1,0,1,1
1.098612289,7.418580863,8.872533936,8.354674262,12,20,1,1,1,1
3.688879454,7.60090246,9.141139854,7.567000942,12,29,0,0,1,1
1.518192574,7.13089883,9.983530229,7.941730268,17,40,0,1,1,0
3.465735903,7.84750856,8.890943734,8.010064426,14,27,0,1,1,1
4.094344562,6.907755279,7.680945183,8.354674262,7,40,0,0,1,0
3.401197382,7.60090246,8.872533936,8.354674262,13,21,0,0,1,1
3.332459656,7.755308178,8.9767255,7.60090246,13,19,1,0,1,1
4.094344562,7.755308178,8.9767255,7.60090246,10,18,0,0,1,1
3.419921356,6.907755279,8.911485044,6.987797956,12,23,1,0,1,0
1.386294361,8.006367568,9.618025215,6.907755279,12,22,0,0,1,1
3.489607172,7.60090246,9.618025215,6.907755279,15,29,1,1,1,1
1.386294361,7.875101189,9.903487553,7.567000942,12,18,1,1,1,1
1.386294361,8.114275037,8.699514748,6.907755279,6,29,1,1,0,0
4.787491743,6.907755279,9.903487553,6.907755279,18,22,1,0,1,1
1.386294361,8.125554773,9.123329031,6.907755279,13,18,1,0,1,1
2.995732274,7.824046011,9.903487553,6.907755279,15,20,1,0,1,0
4.288500537,6.725433694,9.13109105,8.334871595,7,27,1,0,1,1
4.831943542,6.725433694,9.13109105,8.334871595,4,33,0,0,1,1
1.325391118,7.975712018,9.224133705,7.60090246,14,21,0,1,0,0
4.094344562,8.334871595,8.334871595,6.987797956,10,24,1,0,1,1
1.386294361,6.907755279,9.13109105,7.929406535,17,39,0,0,1,1
0,6.907755279,8.9767255,7.60090246,17,30,1,0,1,1
0,7.716971583,8.911485044,6.987797956,10,17,0,1,1,0
6.109247649,7.195437401,9.274878924,6.987797956,8,27,0,0,1,0
5.634789603,7.716971583,8.911485044,6.987797956,13,18,1,0,0,1
0,7.755308178,8.9767255,7.60090246,12,19,1,0,1,1
2.772588722,6.214608098,8.9767255,7.60090246,14,32,0,0,1,1
0.94738137,8.517193191,8.9767255,7.60090246,10,16,0,1,1,0
4.33601657,7.755308178,8.9767255,7.60090246,12,39,0,0,0,0
3.33220451,7.669895358,9.210340372,7.929406535,13,18,0,0,1,1
1.386294361,7.513891119,9.13109105,7.929406535,17,31,0,0,1,0
5.480638923,7.716971583,8.911485044,6.987797956,12,22,0,0,1,1
2.772588722,7.13089883,9.123329031,6.907755279,12,21,1,0,1,0
1.791759469,7.60090246,8.853665428,8.2280285,15,24,1,0,0,0
2.48490665,8.804875239,9.970626861,7.60090246,15,27,1,0,1,1
1.386294361,7.60090246,8.890943734,8.010064426,7,31,1,0,1,0
2.772588722,6.620073207,8.699514748,7.567000942,12,18,0,0,1,0
1.493489812,7.978196702,7.60090246,8.29404964,12,19,0,1,1,0
1.386294361,8.517193191,9.141139854,7.567000942,14,32,1,1,0,0
4.787491743,7.60090246,8.111728073,8.2280285,6,35,0,0,1,1
4.64088833,7.195437401,9.903487553,7.567000942,12,39,0,0,0,1
0.693147181,7.313220387,9.105821302,7.60090246,12,43,0,0,1,1
0,7.718685495,9.105821302,7.418580863,11,18,1,1,1,0
0,8.041110482,9.903487553,6.907755279,13,19,1,1,0,0
1.152679457,8.517193191,7.60090246,8.29404964,15,30,1,0,1,1
3.688879454,8.29404964,9.141139854,7.567000942,5,20,0,0,0,1
3.688879454,8.006367568,8.9226583,8.2280285,8,19,1,0,1,1
5.480638923,7.418580863,8.699514748,7.567000942,8,28,0,0,1,1
1.386294361,8.117958643,10.02127059,8.079549192,14,21,1,1,1,1
0,8.517193191,9.105821302,7.418580863,13,20,1,0,0,1
1.386294361,8.517193191,9.105821302,7.418580863,17,28,0,1,1,0
5.480638923,7.755053125,8.793701995,7.60090246,7,19,0,0,1,1
4.918979256,7.60090246,9.970626861,7.60090246,8,24,1,0,0,0
1.370546055,7.99939891,9.970626861,7.60090246,12,30,0,0,1,0
2.708050201,7.888584544,9.903487553,8.2280285,8,20,1,0,1,1
1.386294361,8.517193191,10.1911696,7.60090246,17,20,1,1,0,0
1.609437912,7.60090246,9.224133705,7.60090246,15,41,0,0,1,0
5.480638923,6.907755279,8.890943734,8.010064426,6,22,1,1,0,0
1.386294361,8.041110482,9.903487553,6.907755279,16,23,1,1,1,1
0,7.842914516,9.141139854,7.567000942,8,13,0,0,0,0
2.48490665,8.804875239,9.224133705,7.60090246,16,31,1,0,1,1
5.480638923,6.725433694,9.224133705,7.60090246,12,19,1,0,1,1
1.386294361,7.830305778,8.793701995,8.2280285,6,24,0,0,0,0
1.386294361,8.283578332,9.210340372,8.2280285,16,31,0,0,1,1
2.302585093,8.517193191,8.517193191,7.567000942,12,21,0,0,0,1
2.079441542,7.60090246,9.141139854,7.567000942,7,28,0,1,0,0
1.386294361,7.84750856,8.890943734,8.010064426,13,23,1,0,1,1
0,8.125554773,9.123329031,6.907755279,17,23,1,0,1,1
1.386294361,7.313220387,9.210340372,8.2280285,8,63,1,0,1,1
3.506557857,6.502290206,9.903487553,8.2280285,9,39,0,0,0,1
5.886104031,8.29404964,7.60090246,7.195437401,8,25,0,0,1,0
3.401197382,8.006367568,9.970626861,7.60090246,14,34,1,0,1,0
1.386294361,8.111728073,8.29404964,7.418580863,17,23,0,1,1,1
2.079441542,7.195437401,8.006367568,7.418580863,15,25,1,1,1,1
2.995732274,7.60090246,8.006367568,7.418580863,12,52,1,0,0,0
2.772588722,7.13089883,8.160518247,7.567000942,8,17,1,0,1,1
2.302585093,6.907755279,8.793701995,8.2280285,9,23,0,0,0,0
2.995732274,8.006367568,8.006367568,7.567000942,12,17,0,0,1,0
0.901177053,7.671283241,9.141139854,7.60090246,14,37,1,0,1,1
0.693147181,8.024207158,9.105821302,7.418580863,11,16,0,1,1,1
4.382026635,8.517193191,8.9226583,7.60090246,12,40,1,0,1,1
3.498303372,6.214608098,9.210340372,8.010064426,12,24,1,0,1,1
0.42996863,6.907755279,8.581731744,7.418580863,14,36,0,0,1,1
2.48490665,7.418580863,8.111728073,7.941730268,14,26,1,1,1,1
0,7.842914516,9.141139854,7.567000942,13,17,1,0,1,0
5.991464547,6.396929655,9.224133705,7.60090246,6,15,1,0,1,1
0.693147181,7.835238501,9.952277717,8.079549192,17,24,1,0,1,1
0,6.907755279,8.9226583,7.313220387,15,27,0,0,1,1
0,8.125554773,9.123329031,6.907755279,16,21,1,0,1,1
3.17805383,7.875101189,9.903487553,7.567000942,12,32,1,1,1,0
2.718823889,7.60090246,8.793701995,8.2280285,8,19,1,0,0,1
0,7.195437401,9.903487553,7.567000942,13,32,0,0,1,1
3.401197382,7.60090246,8.890943734,8.010064426,2,60,1,0,0,0
4.787491743,6.214608098,8.006367568,7.60090246,12,30,0,0,1,0
1.098612289,7.60090246,9.224133705,7.60090246,13,64,0,1,1,0
5.30086427,8.114275037,9.618025215,6.907755279,11,23,1,0,0,0
1.177291791,8.517193191,9.141139854,7.567000942,6,14,0,1,1,1
2.995732274,7.824046011,8.740336743,8.070906089,16,33,1,0,1,0
1.386294361,8.29404964,8.006367568,8.2280285,12,22,0,1,0,0
2.079441542,8.9226583,8.517193191,8.517193191,11,28,0,1,0,0
2.01204855,8.229511119,9.210340372,7.567000942,6,21,1,0,1,1
1.697233327,8.358588122,8.517193191,8.29404964,12,18,0,0,1,1
1.386294361,8.753581917,9.210340372,7.567000942,8,20,0,0,1,1
2.079441542,8.358588122,8.517193191,8.29404964,11,22,0,0,1,1
4.094344562,7.60090246,8.853665428,8.2280285,7,45,1,0,0,0
0.693147181,7.60090246,8.890943734,8.010064426,15,25,1,1,1,1
1.386294361,7.814406823,9.242373877,8.334871595,6,13,1,0,0,1
2.079441542,6.43775165,9.210340372,6.907755279,12,19,1,1,0,0
5.694870312,7.418580863,9.210340372,8.2280285,7,23,0,1,1,1
4.852030264,6.907755279,8.9226583,8.2280285,8,22,0,0,1,1
3.465735903,8.517193191,8.517193191,8.517193191,7,21,0,0,0,1
2.48490665,9.028018775,8.517193191,8.517193191,11,18,1,0,1,1
2.772588722,8.111728073,8.29404964,7.418580863,9,18,0,0,1,1
0.693147181,7.003065459,8.911484976,8.354674262,12,19,1,1,0,0
2.48490665,8.111728073,9.618025215,6.907755279,17,25,1,0,1,1
2.995732274,6.907755279,9.210340372,7.567000942,6,41,1,0,1,1
3.555348061,7.041286722,8.9226583,7.313220387,12,28,0,0,1,1
0,7.694588002,8.9226583,8.2280285,7,17,1,0,1,0
4.225832061,7.60090246,9.242373877,8.334871595,8,25,0,0,0,0
1.609437912,7.274380593,9.558647019,8.2280285,9,19,0,0,1,1
4.498294167,7.60090246,8.890943734,8.010064426,5,28,1,0,1,1
4.382026635,8.517193191,8.890943734,8.010064426,17,33,1,0,1,0
2.995732274,8.29404964,9.242373877,8.334871595,0,50,1,0,1,1
3.688879454,7.60090246,10.59663473,6.907755279,16,25,1,0,1,0
3.113515309,7.195437401,8.581731744,7.941730268,10,16,0,1,0,0
5.075173815,8.041110482,9.903487553,6.907755279,15,20,1,0,1,1
4.442651256,7.025538315,8.911485044,6.987797956,12,30,1,0,1,0
2.660762977,7.177418839,8.872533936,8.354674262,10,24,0,1,1,1
1.386294361,7.716971583,8.911485044,6.987797956,15,21,1,1,1,0
1.386294361,7.313220387,9.105821302,7.418580863,12,25,0,0,1,0
3.401197382,6.502290206,8.911485044,6.987797956,14,33,1,0,1,1
0,7.716971583,8.911485044,6.987797956,16,21,0,0,1,1
2.48490665,8.804875239,8.9767255,7.60090246,12,62,1,0,0,1
0,8.041110482,9.903487553,6.907755279,14,19,1,0,1,1
0,6.907755279,9.53811691,6.907755279,15,24,0,1,1,1
3.871201011,8.334871595,8.911485044,6.987797956,13,22,1,0,0,1
4.787491743,8.517193191,9.618025215,6.907755279,14,25,1,1,0,1
1.386294361,7.755308178,8.9767255,7.60090246,15,26,0,0,1,1
2.079441542,8.060434736,8.872533936,8.354674262,13,21,1,1,1,0
1.386294361,7.824046011,8.9767255,7.60090246,15,41,1,1,1,1
2.079441542,7.536363938,8.911485044,6.987797956,6,31,1,0,1,1
1.098612289,7.418580863,8.9767255,7.60090246,12,27,0,0,1,0
0,6.907755279,8.911485044,6.987797956,14,25,0,1,1,1
3.688879454,7.60090246,9.618025215,6.907755279,13,21,0,0,1,1
2.995732274,7.60090246,8.890943734,8.010064426,11,22,0,0,1,0
4.266080988,8.006367568,9.618025215,6.907755279,12,18,1,0,1,1
4.787491743,7.418580863,8.793701995,8.2280285,12,35,0,0,0,1
2.48490665,7.418580863,8.111728073,8.2280285,12,27,1,0,1,0
1.077835131,7.835238501,9.952277717,8.079549192,13,24,1,0,1,0
4.787491743,6.907755279,9.141139854,7.60090246,7,23,0,0,1,1
1.828127126,7.483119436,8.793701995,8.2280285,10,33,1,0,1,0
0,6.789972278,8.793701995,8.2280285,16,23,0,0,1,1
3.091042453,6.812445067,9.618025215,6.907755279,7,19,1,0,1,1
1.098612289,8.29404964,9.36449108,7.418580863,14,20,0,0,1,1
0,8.111728073,7.824046011,8.2280285,8,15,0,1,0,0
0,7.523124739,8.9226583,7.418580863,14,23,0,1,0,0
2.079441542,8.517193191,8.517193191,7.313220387,12,28,1,1,1,0
3.61822405,8.125554773,9.123329031,6.907755279,16,23,0,0,1,0
4.787491743,7.60090246,9.618025215,6.907755279,13,22,1,0,1,1
1.609437912,9.210340372,9.903487553,6.907755279,13,20,0,0,1,0
1.609437912,7.975712018,9.224133705,7.60090246,10,51,1,0,1,1
2.995732274,7.60090246,9.141139854,7.567000942,12,20,0,0,1,0
4.787491743,6.214608098,8.890943734,8.010064426,8,19,1,0,0,0
4.787491743,6.907755279,8.111728073,8.2280285,10,21,1,0,0,0
3.465735903,7.313220387,8.793701995,8.2280285,11,16,1,1,1,0
2.772588722,7.824046011,9.210340372,8.2280285,11,23,0,0,1,1
1.203972854,9.210340372,9.123329031,6.907755279,14,26,0,0,1,0
4.283295237,7.60090246,9.141139854,7.567000942,12,24,1,0,1,1
0,6.907755279,8.793701995,8.2280285,12,24,0,0,1,0
4.474108541,7.60090246,8.517193191,8.2280285,6,35,0,1,0,1
1.386294361,7.718685495,9.141139854,7.567000942,12,21,0,0,1,1
1.386294361,7.975712018,9.224133705,7.60090246,11,63,0,0,1,1
3.688879454,7.313220387,9.210340372,6.907755279,12,22,0,0,1,1
1.386294361,6.907755279,9.53811691,6.907755279,14,18,0,0,1,0
3.737669618,7.418580863,9.242373877,8.334871595,7,22,0,0,1,1
0.693147181,7.975712018,9.224133705,7.60090246,13,28,1,1,1,1
2.48490665,7.60090246,8.111728073,8.2280285,13,21,0,0,1,1
4.274459534,7.975712018,9.224133705,7.60090246,12,37,1,0,1,1
2.079441542,7.99939891,8.9226583,7.60090246,10,16,1,0,1,0
1.024178463,8.125554773,9.123329031,6.907755279,12,21,1,1,1,1
2.772588722,8.006367568,8.890943734,8.010064426,12,23,0,0,0,1
0,8.117958643,10.02127059,8.079549192,16,24,0,0,1,1
0.485650021,7.061905987,8.581731744,7.567000942,12,34,1,0,0,1
5.480638923,7.090076836,9.105821302,7.418580863,14,22,0,1,0,0
2.772588722,8.047189562,8.890943734,8.010064426,7,18,1,0,0,1
3.465735903,7.457354266,9.721165956,7.567000942,11,25,0,0,1,0
2.219203462,7.090076836,8.793701995,8.2280285,8,24,0,1,1,0
1.682475656,8.006367568,9.618025215,6.907755279,0,26,1,1,0,0
5.075173815,7.13089883,8.9767255,7.60090246,0,37,1,0,0,0
2.708050201,8.111728073,9.224133705,7.60090246,16,25,0,0,1,1
1.386294361,7.177418839,8.872533936,8.354674262,12,26,0,0,1,1
6.173786104,6.907755279,9.210340372,8.354674262,12,60,0,0,1,1
2.197224577,7.177418839,8.872533936,8.354674262,12,24,1,1,1,1
0.228841527,6.907755279,9.903487553,6.907755279,16,23,0,1,1,0
0,8.114275037,9.618025215,6.907755279,14,21,1,1,0,1
3.9935909,7.716971583,8.911485044,6.987797956,12,18,0,0,1,1
4.382026635,8.114275037,9.618025215,6.907755279,8,18,0,0,0,0
0.360127377,8.125554773,9.123329031,6.907755279,13,22,1,0,1,1
0,7.716971583,8.911485044,6.987797956,12,21,1,0,1,1
5.410920744,7.929406535,8.911485044,6.987797956,12,28,0,0,1,1
4.848116365,8.517193191,9.105821302,7.418580863,12,28,1,0,1,1
5.102549776,7.830305778,8.793701995,8.2280285,12,17,1,0,1,0
2.995732274,8.251490017,9.141139854,7.567000942,7,19,1,0,0,1
1.386294361,7.718685495,9.105821302,7.418580863,23,27,0,0,1,1
2.907321354,7.669895358,9.141139854,7.567000942,12,20,0,0,1,1
2.079441542,6.907755279,9.510444964,7.418580863,13,29,1,0,1,1
1.386294361,6.907755279,9.498022419,7.418580863,12,19,1,0,1,1
2.079441542,8.517193191,9.210340372,8.2280285,5,14,1,1,1,0
4.382026635,7.60090246,8.793701995,8.2280285,6,40,1,0,1,1
1.386294361,7.84750856,8.890943734,8.010064426,13,20,1,0,1,0
0,7.842914516,9.141139854,7.567000942,12,25,0,0,1,1
2.772588722,8.753581917,9.210340372,7.567000942,10,29,0,0,1,1
2.772588722,7.60090246,8.9767255,7.60090246,14,27,1,0,0,1
4.382026635,6.907755279,9.210340372,6.907755279,9,19,0,0,0,1
1.386294361,7.84750856,8.890943734,8.010064426,11,16,1,0,0,1
1.386294361,8.125554773,9.123329031,6.907755279,14,27,1,0,1,0
0,8.448200284,8.793701995,9.210340372,12,23,0,0,1,1
1.386294361,7.814406823,9.242373877,8.334871595,10,29,1,1,1,1
5.298317367,7.84750856,8.890943734,8.010064426,6,34,1,0,0,0
3.555348061,7.313220387,9.123329031,6.907755279,10,17,1,0,1,0
3.33220451,8.29404964,9.903487553,7.418580863,12,24,1,0,1,1
3.401197382,6.907755279,8.911485044,6.987797956,6,40,1,0,1,1
4.382026635,7.13089883,8.911485044,6.987797956,11,21,1,1,0,0
0,7.671283241,9.141139854,7.60090246,10,16,0,0,1,1
1.311632828,8.111728073,9.105821302,6.907755279,12,20,0,0,0,1
4.724010973,7.240899771,9.721165956,7.567000942,10,22,1,0,0,0
0,7.99939891,9.970626861,7.60090246,12,35,1,0,1,1
3.401197382,6.907755279,9.558647019,8.2280285,7,18,0,0,1,1
4.094344562,6.502290206,9.123329031,6.907755279,13,17,0,1,0,1
0,8.9226583,8.517193191,8.517193191,6,14,1,0,1,1
6.396929655,6.684611728,9.210340372,6.907755279,6,32,0,1,1,1
3.671402798,8.111728073,8.111728073,8.2280285,15,23,1,0,0,1
2.995732274,7.84750856,8.890943734,8.010064426,12,33,1,1,1,1
0,8.517193191,8.793701995,9.210340372,12,30,0,0,1,1
4.642828044,7.888584544,9.242373877,8.334871595,5,20,1,0,0,1
3.573047639,6.214608098,8.911484976,6.907755279,7,19,1,1,1,1
1.386294361,7.824046011,9.903487553,7.418580863,9,16,1,1,1,1
0,7.418580863,8.111728073,7.941730268,7,16,0,0,1,1
1.386294361,7.60090246,8.793701995,8.2280285,12,29,0,0,1,1
2.995732274,7.313220387,7.824046011,7.313220387,12,35,1,0,1,1
2.079441542,7.824046011,10.30895266,7.60090246,6,17,1,0,0,1
2.48490665,8.987196821,8.793701995,8.2280285,12,21,0,0,0,1
1.386294361,8.283578332,9.210340372,8.2280285,8,60,1,0,1,1
4.605170186,7.60090246,8.890943734,8.111728073,7,40,1,0,1,1
1.609437912,8.517193191,8.793701995,9.210340372,12,28,1,0,1,0
3.218875825,8.517193191,8.911485044,6.987797956,11,22,0,1,1,1
2.995732274,6.907755279,8.911485044,6.987797956,9,17,1,0,1,1
3.871201011,8.804875239,8.793701995,8.2280285,11,21,0,0,1,1
5.991464547,6.684611728,8.9767255,7.60090246,7,19,1,0,1,1
6.396929655,7.60090246,8.793701995,8.2280285,10,19,0,0,1,1
1.791759469,7.60090246,8.853665428,8.2280285,12,24,1,1,0,1
=======
LogMarijuana,Dealer,Female,PhysicalHealthGood,MentalHealthGood,Age,Age2,LogPriceMarijuana,LogPriceCocaine,LogPriceCrack
1.386294361,1,0,1,1,15,225,9.210340372,9.105821302,7.418580863
1.098612289,0,0,1,1,14,196,8.006367568,9.105821302,7.418580863
0,0,0,1,1,7,49,7.418580863,8.111728073,7.941730268
4.848116365,1,0,1,1,12,144,8.517193191,9.105821302,7.418580863
2.48490665,0,1,0,1,8,64,8.642356305,9.210340372,7.567000942
3.17805383,0,1,0,1,12,144,8.517193191,8.411832676,8.2280285
2.302585093,1,0,1,0,13,169,7.60090246,8.517193191,7.567000942
0.146603356,0,0,1,1,17,289,6.907755279,9.141139854,6.907755279
2.079441542,1,0,1,1,12,144,7.755053125,9.141139854,7.567000942
2.772588722,1,0,1,1,12,144,7.13089883,9.141139854,7.60090246
0,0,0,0,0,13,169,8.642356305,9.210340372,7.418580863
1.791759469,1,0,0,0,15,225,7.60090246,8.853665428,8.2280285
3.951243719,1,0,1,0,4,16,6.907755279,9.242373877,8.334871595
0.875089999,0,0,1,1,12,144,6.907755279,8.9226583,7.567000942
5.388265606,1,0,1,0,12,144,7.003065459,9.433483923,8.9226583
5.102549776,1,0,1,0,12,144,7.830305778,8.793701995,8.2280285
